2023:02:02 06:50:10.432 WARN  --- [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=9h17m17s578ms371µs300ns). 
2023:02:02 07:52:27.417 WARN  --- [HikariPool-1 housekeeper] com.zaxxer.hikari.pool.HikariPool : HikariPool-1 - Thread starvation or clock leap detected (housekeeper delta=46m46s739ms901µs901ns). 
2023:02:02 08:00:04.634 INFO  --- [http-nio-30403-exec-4] c.s.b.s.f.JwtAuthenticationFilter : jwt start 
2023:02:02 08:00:04.637 INFO  --- [http-nio-30403-exec-4] c.s.b.s.f.JwtAuthenticationFilter : jwt start6 
2023:02:02 08:00:04.637 INFO  --- [http-nio-30403-exec-4] c.s.b.s.f.JwtAuthenticationFilter : jwt start1 
2023:02:02 08:00:04.638 INFO  --- [http-nio-30403-exec-4] c.s.b.s.f.JwtAuthenticationFilter : jwt start5 
2023:02:02 08:00:04.640 INFO  --- [http-nio-30403-exec-4] c.s.b.s.filters.SecurityFilter : cors filter start 
2023:02:02 08:00:04.640 INFO  --- [http-nio-30403-exec-4] c.s.b.s.f.RequestServletFilter : requestServletFilter start 
2023:02:02 08:00:04.642 INFO  --- [http-nio-30403-exec-4] c.s.b.s.f.RequestServletFilter : requestServletFilter start2 
2023:02:02 08:00:04.643 INFO  --- [http-nio-30403-exec-4] c.s.b.s.f.RequestServletFilter : responseorg.springframework.security.web.header.HeaderWriterFilter$HeaderWriterResponse@9f98e87 
2023:02:02 08:00:04.649 INFO  --- [http-nio-30403-exec-4] c.s.b.s.h.c.HierarchyDataController : insert1 
2023:02:02 08:00:04.650 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : insert2 
2023:02:02 08:00:04.651 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : method1 
2023:02:02 08:00:04.651 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : method2 
2023:02:02 08:00:04.652 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : method3 
2023:02:02 08:00:04.652 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : method4 
2023:02:02 08:00:04.652 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : method5 
2023:02:02 08:00:04.654 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : insert3HierarchyData(seq=null, name=root, description=root node, root=null, parent=null, leftNode=null, rightNode=2, depth=null, nodeOrder=null, files=[], boards=[]) 
2023:02:02 08:00:04.654 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : method1 
2023:02:02 08:00:04.654 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : method2 
2023:02:02 08:00:04.655 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : method3 
2023:02:02 08:00:04.655 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : insert4 
2023:02:02 08:00:04.655 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : method1 
2023:02:02 08:00:04.655 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : method2 
2023:02:02 08:00:04.656 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : method3 
2023:02:02 08:00:04.657 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : insert5HierarchyData(seq=null, name=root, description=root node, root=null, parent=null, leftNode=1, rightNode=2, depth=0, nodeOrder=null, files=[], boards=[]) 
2023:02:02 08:00:04.658 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.QueryBuilder : builder1 
2023:02:02 08:00:04.658 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.QueryBuilder : builder2 
2023:02:02 08:00:04.690 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.QueryBuilder : builder3 
2023:02:02 08:00:04.690 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : insert6 
2023:02:02 08:00:04.690 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : method1 
2023:02:02 08:00:04.691 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : method2 
2023:02:02 08:00:04.691 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : method3 
2023:02:02 08:00:04.691 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : insert7HierarchyData(seq=null, name=root, description=root node, root=null, parent=null, leftNode=1, rightNode=2, depth=0, nodeOrder=29, files=[], boards=[]) 
2023:02:02 08:00:04.692 INFO  --- [http-nio-30403-exec-4] c.s.b.s.h.s.HierarchyDataService : save 
2023:02:02 08:00:04.692 INFO  --- [http-nio-30403-exec-4] c.s.b.s.h.s.HierarchyDataService : data HierarchyData(seq=null, name=root, description=root node, root=null, parent=null, leftNode=1, rightNode=2, depth=0, nodeOrder=29, files=[], boards=[]) 
2023:02:02 08:00:04.706 INFO  --- [http-nio-30403-exec-4] c.s.b.s.queries.CommonDataService : insert8 
2023:02:02 08:00:35.235 INFO  --- [http-nio-30403-exec-5] c.s.b.s.f.JwtAuthenticationFilter : jwt start 
2023:02:02 08:00:35.236 INFO  --- [http-nio-30403-exec-5] c.s.b.s.f.JwtAuthenticationFilter : jwt start6 
2023:02:02 08:00:35.236 INFO  --- [http-nio-30403-exec-5] c.s.b.s.f.JwtAuthenticationFilter : jwt start1 
2023:02:02 08:00:35.236 INFO  --- [http-nio-30403-exec-5] c.s.b.s.f.JwtAuthenticationFilter : jwt start5 
2023:02:02 08:00:35.237 INFO  --- [http-nio-30403-exec-5] c.s.b.s.filters.SecurityFilter : cors filter start 
2023:02:02 08:00:35.237 INFO  --- [http-nio-30403-exec-5] c.s.b.s.f.RequestServletFilter : requestServletFilter start 
2023:02:02 08:00:35.238 INFO  --- [http-nio-30403-exec-5] c.s.b.s.f.RequestServletFilter : requestServletFilter start2 
2023:02:02 08:00:35.238 INFO  --- [http-nio-30403-exec-5] c.s.b.s.f.RequestServletFilter : responseorg.springframework.security.web.header.HeaderWriterFilter$HeaderWriterResponse@c5c2da5 
2023:02:02 08:00:35.241 INFO  --- [http-nio-30403-exec-5] c.s.b.s.h.c.HierarchyDataController : insert1 
2023:02:02 08:00:35.241 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : insert2 
2023:02:02 08:00:35.241 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : method1 
2023:02:02 08:00:35.241 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : method2 
2023:02:02 08:00:35.241 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : method3 
2023:02:02 08:00:35.242 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : method4 
2023:02:02 08:00:35.242 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : method5 
2023:02:02 08:00:35.242 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : insert3HierarchyData(seq=null, name=root2, description=root2 node, root=null, parent=null, leftNode=null, rightNode=2, depth=null, nodeOrder=null, files=[], boards=[]) 
2023:02:02 08:00:35.242 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : method1 
2023:02:02 08:00:35.242 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : method2 
2023:02:02 08:00:35.243 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : method3 
2023:02:02 08:00:35.243 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : insert4 
2023:02:02 08:00:35.243 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : method1 
2023:02:02 08:00:35.243 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : method2 
2023:02:02 08:00:35.243 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : method3 
2023:02:02 08:00:35.244 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : insert5HierarchyData(seq=null, name=root2, description=root2 node, root=null, parent=null, leftNode=1, rightNode=2, depth=0, nodeOrder=null, files=[], boards=[]) 
2023:02:02 08:00:35.244 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.QueryBuilder : builder1 
2023:02:02 08:00:35.244 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.QueryBuilder : builder2 
2023:02:02 08:00:35.249 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.QueryBuilder : builder3 
2023:02:02 08:00:35.249 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : insert6 
2023:02:02 08:00:35.249 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : method1 
2023:02:02 08:00:35.249 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : method2 
2023:02:02 08:00:35.250 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : method3 
2023:02:02 08:00:35.250 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : insert7HierarchyData(seq=null, name=root2, description=root2 node, root=null, parent=null, leftNode=1, rightNode=2, depth=0, nodeOrder=30, files=[], boards=[]) 
2023:02:02 08:00:35.250 INFO  --- [http-nio-30403-exec-5] c.s.b.s.h.s.HierarchyDataService : save 
2023:02:02 08:00:35.250 INFO  --- [http-nio-30403-exec-5] c.s.b.s.h.s.HierarchyDataService : data HierarchyData(seq=null, name=root2, description=root2 node, root=null, parent=null, leftNode=1, rightNode=2, depth=0, nodeOrder=30, files=[], boards=[]) 
2023:02:02 08:00:35.271 INFO  --- [http-nio-30403-exec-5] c.s.b.s.queries.CommonDataService : insert8 
2023:02:02 08:03:09.305 INFO  --- [http-nio-30403-exec-7] c.s.b.s.f.JwtAuthenticationFilter : jwt start 
2023:02:02 08:03:09.305 INFO  --- [http-nio-30403-exec-7] c.s.b.s.f.JwtAuthenticationFilter : jwt start6 
2023:02:02 08:03:09.305 INFO  --- [http-nio-30403-exec-7] c.s.b.s.f.JwtAuthenticationFilter : jwt start1 
2023:02:02 08:03:09.305 INFO  --- [http-nio-30403-exec-7] c.s.b.s.f.JwtAuthenticationFilter : jwt start5 
2023:02:02 08:03:09.305 INFO  --- [http-nio-30403-exec-7] c.s.b.s.filters.SecurityFilter : cors filter start 
2023:02:02 08:03:09.306 INFO  --- [http-nio-30403-exec-7] c.s.b.s.f.RequestServletFilter : requestServletFilter start 
2023:02:02 08:03:09.306 INFO  --- [http-nio-30403-exec-7] c.s.b.s.f.RequestServletFilter : requestServletFilter start2 
2023:02:02 08:03:09.306 INFO  --- [http-nio-30403-exec-7] c.s.b.s.f.RequestServletFilter : responseorg.springframework.security.web.header.HeaderWriterFilter$HeaderWriterResponse@1a93cc23 
2023:02:02 08:03:09.310 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method1 
2023:02:02 08:03:09.310 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method2 
2023:02:02 08:03:09.310 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method3 
2023:02:02 08:03:09.329 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : origin : HierarchyData(seq=62, name=root, description=root node, root=null, parent=null, leftNode=1, rightNode=2, depth=0, nodeOrder=29, files=[], boards=[]) 
2023:02:02 08:03:09.330 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method1 
2023:02:02 08:03:09.330 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method2 
2023:02:02 08:03:09.330 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method3 
2023:02:02 08:03:09.330 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method1 
2023:02:02 08:03:09.331 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method2 
2023:02:02 08:03:09.331 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method3 
2023:02:02 08:03:09.332 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method1 
2023:02:02 08:03:09.333 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method2 
2023:02:02 08:03:09.333 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method3 
2023:02:02 08:03:09.333 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : 1 
2023:02:02 08:03:09.333 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method1 
2023:02:02 08:03:09.333 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method2 
2023:02:02 08:03:09.333 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method3 
2023:02:02 08:03:09.334 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : 2 
2023:02:02 08:03:09.334 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method1 
2023:02:02 08:03:09.334 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method2 
2023:02:02 08:03:09.334 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method3 
2023:02:02 08:03:09.334 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method4 
2023:02:02 08:03:09.334 INFO  --- [http-nio-30403-exec-7] c.s.b.s.queries.CommonDataService : method5 
